Item #,Product Name,Additional Description,Thickness,SheetCount,Features,Product Color,Additional Product Color,Additional Product Color2,Imprint options,Imprint_Options_2,Location1,Location2  ,Location3,Location4,Point Style_1,Ink_Color_1,Point Style_2,Ink_Color_2,Ink_Options,Pricing Info,Production time,Imprint Info,Product Dimensions,US  Patent,Recycle  Info,Shipping  Info,Pack Qty,Pack Weight,Icons,Page Number
CSWBDG,BIC? WideBody? Design Grip,,,,Always in stock |Refillable |Soft contoured rubber grip |Awareness Ribbon molded-grip design,"Pink, Red, Yellow",Choose 1 trim/grip color.  All include a white barrel and section.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 3 colors available on barrel, 1 color on clip.  Add $.12(C) per pen for each additional imprint color or clip imprint.  Add $.25(C) for puffy printing option. See diagrams for imprint areas, location and number of colors. ",,"SP: 1 1/8""W x 1""H 
(max. 3 colors) Option 2","SP: 3/4""W x 5/32""H 
(max. 1 color)","SP: 2 1/8""W x 5/8""H (max. 3 colors)
Option 1 (Default)",,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"5/8""W x 5 5/8""H",,,,500,12 lbs (approx.),24,51
CSWBECO,BIC? Ecolutions? WideBody?,,,,Always in stock|Refillable|Wide-profile design with large imprint area,"Black, Navy, Forest Green, Red",Choose 1 trim color.  All include white barrel.  Flow lines may be visible in metallic barrels.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 3 colors available on barrel, 1 color on clip. Add $.12(C) per pen for each additional imprint color or clip imprint. Add $.25(C) per pen for puffy printing option. See diagram for imprint areas, location and number of colors.",,"SP: 2 1/8""W x 1""H (max. 3 colors)","SP: 3/4""W x 5/32""H (max 1 color)",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"5/8""W x 5 9/16""H",,,,500,10 lbs (approx.),24 ^ECO,47
CSWBG,BIC? WideBody? Grip,,,,"PrevAGrip?, an antimicrobial preservative incorporated into the rubber grip, suppresses growth on the grip of algae, mold, mildew, fungi and bacteria|Always in stock|Refillable|Soft contoured rubber grip","Black, Blue, Burgundy, Cream, Forest Green, Navy, Purple, Red, Silver (barrel only), Teal, White, Yellow",Choose 1 barrel and 1 trim color.  All include black contoured rubber grip. Barrel and trim colors may not be an exact color match,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 3 colors available on barrel, 1 color on clip. Add $.12(C) per pen for each additional imprint color or clip imprint. Add $.25(C) for puffy printing option. See diagrams for imprint areas, location and number of colors.",,"SP: 2 1/8""W x 1""H (max. 3 colors)","SP: 3/4""W x 5/32""H (max 1 color)",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"5/8""W x 5 5/8""H",,,,500,12 lbs (approx.),24,48
CSWBIG,BIC? WideBody? Clear with Ice Trim,,,,Always in stock |Frosted trim |Refillable |Soft contoured rubber grip,"Blue, Clear, Green, Orange, Pink, Purple",Choose 1 barrel color.  All include frosted clear trim and rubber grip.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 3 colors available on barrel, 1 color on clip.  Add $.12(C) per pen for each additional imprint color or clip imprint.  Add $.25(C) per pen for puffy printing option.  See diagrams for imprint areas, location and number of colors.",,"SP: 1 1/8""W x 1""H 
(max. 3 colors)
Option 3","SP: 3/4""W x 5/32""H 
(max. 1 color)","SP: 2 1/8""W x 5/8""H (max. 3 colors)
Option 1 (Default)",,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",,,5 working days.,,"5/8""W x 5 5/8""H",,,,503,12 lbs (approx.),24,53
CSWBMES,BIC? WideBody? Message Pen,,,,"Always in stock |Six rotating messages, with  up to 40 characters per line |Stock messages available","Black, Blue, Burgundy, Forest Green, Navy, Purple, Red",Choose 1 trim/grip color.  All include white (wrapped) barrel  and white section.  All include white rotating tube.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 3 colors available on barrel, 1 color on clip. Add $.12(C) per pen for each additional imprint color or clip imprint. See diagrams for imprint areas, location and number of colors. Rotating Message Tube Imprint 6 lines of 1-color typeset copy. Approximately 40 characters per line. Stock colors only.",,"SP: 1 1/8""W x 3/8""H 
(max. 3 colors) Option 2","SP: 3/4""W x  5/32""H 
(max. 1 color)","SP: 2 1/8""W x 3/8""H (max. 3 colors)
Option 1 (Default)","1 1/2""W x 3/32""H (max. 1 color)
Message Tube Imprint Area",Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"5/8""W x 5 17/32""H",,,,500,13 lbs (approx.),,56
CSWBMESB,BIC? Digital WideBody? Message Pen Brites,,,,"Always in stock |Six rotating messages, with up to  40 characters per line |Stock messages available","Blue, Green, Orange, Pink, Purple, Red, Yellow","Choose 1 barrel color.  All include frosted clear grip, clip and section and white rotating tube.",,4-Color Process (4CP): Imprints are printed with 4-color process inks as opposed to spot color inks.  Imprints may have a slightly translucent finish. Clip imprint not available.  See diagrams for imprint area and location.  Rotating Message Tube Imprint 6 lines of 1-color typeset copy. Approximately  40 characters per line. Stock colors only.,,"1 1/2""W x 3/32""H (max. 1 color) Message Tube Imprint Area","4CP: 2 7/8""W x 3/8""H",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"5/8""W x 5 17/32""H",,,,500,13 lbs (approx.),,58
CSWBMG,BIC? WideBody? Chrome Grip,,,,"Chrome-plated trim |PrevAGrip?, an antimicrobial preservative incorporated into the rubber grip, suppresses growth on the grip of algae, mold, mildew,  fungi and bacteria","Black, Forest Green, Navy, Red, Silver, White, Clear Blue, Clear Green, Clear Purple",Choose 1 barrel color.  All include black rubber grip and polished chrome?plated accents. ,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 3 colors available on barrel, 1 color on clip.  Add $.12(C) per pen for each additional imprint color or clip imprint.  Add $.25(C) per pen for puffy printing option. See diagrams for imprint areas, location and number of colors.",,"SP: 1 1/8""W x 1""H 
(max. 3 colors)
Option 2","SP: 3/4""W x 5/32""H 
(max. 1 color)","SP: 2 1/8""W x 5/8""H (max. 3 colors)
Option 1 (Default)",,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"5/8""W x 5 5/8""H",,,,500,12 lbs (approx.),24,54
DCCSCG,BIC? Digital Clic Stic? Grip,,,,Always in stock|Soft dimpled rubber grip|Break-resistant pocket clip|Full-imprint customization,"Black, Blue, Burgundy, Forest Green, Navy, Pink, Purple, Red, Yelllow",Choose 1 trim/grip color.  Please note that trim and grip colors may not be an exact color match.  All include full-color wrapped barrel and white section.,,"4-Color Process (4CP): Price includes a 4-color process imprint on a white surface. FREE stock backgrounds available. For stock background choices, please visit www.bicgraphic.com. Clip imprint not available. See diagrams for imprint areas, location and number of colors.",,"Imprint Area 4CP: 2.76""W x .922""H","Image Size 4CP:3.209W x 1.07""H""",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"1/2""W x 5 7/16""H",,,,500,8 lbs (approx.),,34
DCMCG,BIC? Digital Media Clic? Grip ,,,,"Comfortable gripping section|Full-color, full-barrel artwork","Black, Forest Green, Light Blue, Navy, Pink, Red, Yellow",Choose 1 trim/grip color.  All include a full-color wrapped barrel and white section.,,"4-Color Process (4CP): Price includes a 4-color process imprint on a white surface. FREE stock backgrounds available. For stock background choices, please visit www.bicgraphic.com. Clip imprint not available. See diagrams for imprint areas, location and number of colors.",,"Imprint Area 4CP: 2.5""W x .785""H","Image Size 4CP: 3.45""W x  1.26""H",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"17/32""W x 5 13/16""H",,,,500,9 lbs (approx.),,28
DCPMRM,BIC? Digital Mini Mechanical Pencil,,,,"Three .7mm leads |Scantron-certified* |Full-color, full-barrel artwork ",White,"All include full-color wrapped barrel,  white trim and white eraser",,"4-Color Process (4CP): Price includes a free 4-color process imprint on a white surface. FREE stock backgrounds available. For stock background choices, please visit www.bicgraphic.com.  See diagrams for imprint areas, location and number of colors.",,"Imprint Area 4CP: 2.250""W x .657""H ","Image Size 4CP:  2.7""W x?1.07""H",,,Mechanical Pencil,Black,,,Includes three .7mm #2 graphite leads,,5 working days.,,"5/16""W x 4 3/8""H",,,,500,5 lbs (approx.),24 ^SCAN,80
DCWBCG,BIC? Digital WideBody? Color Grip,,,,Always in stock |Refillable |Soft contoured rubber grip |Full-imprint customization ,"Black, Blue, Burgundy, Forest Green, Navy, Orange, Pink, Purple, Red, Yellow",Choose 1 trim/grip color.  All include a full wrapped barrel.   Defaults to white section unless otherwise specified.,,"4-Color Process (4CP): Price includes a 4-color process imprint on a white surface. FREE stock backgrounds available. For stock background choices, please visit www.bicgraphic.com. Clip imprint not available.  See diagrams for imprint areas, location and number of colors.",,"Imprint Area 4CP:  2.86""W x 1.043""H ","Image Size 4CP: 
3.209""W x 1.42""H",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"5/8""W x 5 5/8""H",,,,500,12 lbs (approx.),,50
DCWBDG,BIC? Digital WideBody? Design Grip,,,,Always in stock |Refillable |Soft contoured rubber grip |Awareness Ribbon molded-grip design Full-imprint customization ,"Pink, Red, Yellow",Choose 1 trim/grip color.  All include a full wrapped barrel.   Defaults to white section unless otherwise specified.,,"4-Color Process (4CP): Price includes a 4-color process imprint on a white surface. FREE stock backgrounds available. For stock background choices, please visit www.bicgraphic.com. Clip imprint not available.  See diagrams for imprint areas, location and number of colors.",,"Imprint Area 4CP:  2.86""W x 1.","Image Size 4CP: 
3.209""W x 1.42""H",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",,,5 working days.,,"5/8""W x 5 5/8""H",,,,501,12 lbs (approx.),,52
DCWBMES,BIC? Digital WideBody? Message Pen,,,,"Full-imprint customization |Six rotating messages, with  up to 40 characters per line |Stock messages available","Black, Blue, Burgundy, Forest Green, Navy, Purple, Red,",Choose 1 trim/grip color.  All include a full-color wrapped  barrel and default to white section unless otherwise specified.   All include white rotating tube.,,"4-Color Process (4CP): Price includes a 4-color process imprint on a clear surface. FREE stock backgrounds available. For stock background choices, please visit www.bicgraphic.com.  Imprints may have a slightly translucent finish. Clip imprints not available.  See diagrams for imprint areas, location  and number of colors. Rotating Message Tube Imprint 6 lines of 1-color typeset copy. Approximately 40 characters per line. Stock colors only.",,"Imprint Area 4CP: 2.86""W x .375""H",Image Size 4CP: ,"1 1/2""W x 3/32""H (max. 1 color)
Message Tube Imprint Area",,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"5/8""W x 5 17/32""H",,,,500,13 lbs (approx.),,57
DCWBMG,BIC? Digital WideBody? Chrome Grip,,,,"Full-imprint customization |PrevAGrip?, an antimicrobial preservative incorporated into the rubber grip, suppresses growth on the grip of algae, mold, mildew,  fungi and bacteria",Black,"Includes a full-color wrapped barrel, black rubber grip  and polished chrome?plated accents",,"4-Color Process (4CP): Price includes a 4-color process imprint on a white surface. FREE stock backgrounds available. For stock background choices, please visit www.bicgraphic.com. Clip imprint not available.  See diagrams for imprint areas,  location and number of colors.",,"Imprint Area 4CP:
2.86""W x 1.043""H","Imprint Size 4CP:  3.209""W x 1.42""H",,,Medium Point,"Black, Blue, Red",Fine Point,"Black, Blue",BIC? Easy-Glide System? Ink or  BIC? Fraud Defense Ink? option.  Add $.05(G) per pen.,,5 working days.,,"5/8""W x 5 5/8""H",,,,500,12 lbs (approx.),,55
ESTB,BIC? Esteem?,,,,Polished-lacquer finishes with 24K gold?plated accents |Refillable Twist-style ballpoint |Stock cap slogans available (see page 205) |Black velour sleeve included,"Black, Navy, Silver",Choose 1 barrel color.  All include 24K gold?plated clip and trim.,,"Screen Printing (SP): Price includes a 1-color barrel or cap imprint. 2 colors available on cap, 1 color on barrel. For combination of cap and barrel imprints, maximum 1 color on cap, 1 color on barrel. Imprint defaults to cap unless otherwise specified.  Add $.12(C) per pen for each additional imprint color or location.  Laser Engraving (LE): Price includes 1 line of repeating copy or personalization  on cap or barrel.  Add $.60(G) per pen for second location or personalization.  New Optional 330§ Laser Engraving: Cap-1 1/4""W x 1 1/4""H; Barrel-1 1/2""W x 1 1/8""H; $50(G) set-up charge. $.60(G) running charge per pen. PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for  new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"SP: 1 1/4""W x 5/16""H (max. 2 colors)
(Default)","SP: 1 1/2""W x 5/16""H 
(max. 1 color)","LE: 1 1/4""W x 1/2""H (max. 1 color)","LE: 1 1/2""W x 1/2""H 
(max. 1 color)",Medium Point,Black,Gel Ink,Black,Gel ink option.  Add $.55(G) per pen.  Please allow additional working days on your order.,,5 working days.,,"21/32""W x 5 1/4""H",,,,100,9 lbs (approx.),24,92
G3,BIC? Grip3?,,,,"Soft, three-sided rubber grip and  polished chrome?plated accents |Refillable Twist-style ballpoint |Black velour sleeve include","Blue, Black, Silver",Choose 1 barrel color.  All include polished chrome-plated  clip and trim with black grip.,,"Screen Printing (SP): Price includes a 1-color barrel imprint. 4 colors available.  Add $.12(C) per pen for each additional imprint color.  Laser Engraving (LE): Price includes 1 line of repeating copy or personalization on barrel. Gray colorfill included on silver finish only.  Add $.60(G) per pen for second location of repeating copy or personalization. New Optional 330§ Laser Engraving: Barrel-1 1/2""W x 1 3/8""H; $50(G) set-up charge. $.60(G) running charge per pen.   PhotoFast Emblems: Clip-$2.50(G) each. Set-up charge for new orders only: $18.00(G).  See diagram for imprint area, location and number of colors.",,"SP: 1 1/2""W x 3/4""H (max. 4 colors)","LE: 1 1/2""W x 1/2""H ",,,Medium Point,Black,Gel Ink,Black,Gel ink option.  Add $.55(G) per pen.  Please allow additional working days on your order.,,5 working days.,,"21/32""W x 5 1/4""H",,,,100,9 lbs (approx.),24,90
GR,BIC? Grip Roller,,,,"Comfortable, textured rubber grip |Fast-drying ink for clean, precise writing |Two-piece roller with nickel-plated clip ","Black, Blue, Burgundy, Charcoal, Forest Green, Light Gray, Navy, Red, White",Choose 1 pen color.  All include nickel-plated trim and textured black rubber grip.,,Screen Printing (SP): Price includes a 1-color cap or barrel imprint. 4 colors available in any barrel/cap combination.  Add $.12(C) per pen for each additional imprint color.  Add $.12(C) per pen for each color in second location.  Imprint is put on cap unless otherwise specified.  See diagrams for imprint areas and location.,,"SP: 1 1/2""W x 5/8""H
(Default)","SP: 1 1/2""W x 5/8""H ",,,Roller Ball ,"Black, Blue",,, .7mm,,5 working days.,,"19/32""W x 5 15/32""H",,,,400,11 lbs (approx.),24,67
GRG,BIC? Grip Roller Gold,,,,"Comfortable, textured rubber grip |Fast-drying ink for clean, precise writing |Two-piece roller with gold-plated clip ","Black, Burgundy, Charcoal,  Forest Green, Light Gray, Navy, White",Choose 1 pen color.  All include gold-plated trim and textured black rubber grip.,,Screen Printing (SP): Price includes a 1-color cap or barrel imprint. 4 colors available in any barrel/cap combination.  Add $.12(C) per pen for each additional imprint color.  Add $.12(C) per pen for each color in second location.  Imprint is put on cap unless otherwise specified.  See diagrams for imprint areas and location.,,"SP: 1 1/2""W x 5/8""H
(Default)","SP: 1 1/2""W x 5/8""H ",,,Roller Ball ,"Black, Blue",,, .7mm,,5 working days.,,"19/32""W x 5 15/32""H",,,,400,11 lbs (approx.),24,67
